origin,AggregateType,staked_length,unstaked_length,staked_coverage,overall_coverage,fully_connected_coverage,possible_peak_connected_coverage,staked_fully_connected_coverage,staked_possible_peak_connected_coverage
2PfqZgb5,Mean,1529,482,0.855,0.575,0.228,0.361,0.446,0.708
2PfqZgb5,Median,1535,482,0.859,0.574,0.259,0.386,0.507,0.756
AnKWYWA1,Mean,1535,480,0.859,0.576,0.264,0.397,0.517,0.776
AnKWYWA1,Median,1535,475,0.859,0.574,0.277,0.398,0.543,0.779
6cgNsURN,Mean,1497,477,0.837,0.564,0.174,0.286,0.341,0.560
6cgNsURN,Median,1497,479,0.837,0.564,0.182,0.296,0.357,0.581
HdQAXPoh,Mean,1530,486,0.856,0.576,0.252,0.369,0.493,0.722
HdQAXPoh,Median,1531,489,0.856,0.576,0.261,0.366,0.512,0.716
Bs19Z9So,Mean,1529,491,0.856,0.577,0.240,0.377,0.471,0.738
Bs19Z9So,Median,1535,489,0.859,0.580,0.256,0.405,0.501,0.794
7WGFTG2Q,Mean,1538,496,0.861,0.581,0.258,0.393,0.504,0.769
7WGFTG2Q,Median,1538,494,0.860,0.580,0.261,0.404,0.512,0.791
s4MY1vDY,Mean,1532,500,0.857,0.581,0.253,0.385,0.496,0.753
s4MY1vDY,Median,1535,495,0.859,0.580,0.278,0.410,0.544,0.803
AWfsAgeX,Mean,1528,481,0.855,0.574,0.285,0.391,0.559,0.766
AWfsAgeX,Median,1534,482,0.858,0.576,0.296,0.407,0.579,0.797
3DaPk6Td,Mean,1529,493,0.856,0.578,0.232,0.358,0.454,0.702
3DaPk6Td,Median,1540,490,0.861,0.576,0.244,0.368,0.478,0.721
PPdwxwyh,Mean,1534,483,0.858,0.576,0.224,0.383,0.438,0.750
PPdwxwyh,Median,1536,485,0.859,0.577,0.237,0.399,0.463,0.782
BCed1vFJ,Mean,1532,498,0.857,0.580,0.224,0.357,0.438,0.699
BCed1vFJ,Median,1534,500,0.858,0.580,0.237,0.381,0.464,0.746
Hgozywot,Mean,1533,498,0.858,0.580,0.231,0.362,0.452,0.709
Hgozywot,Median,1540,491,0.861,0.581,0.243,0.392,0.475,0.768
AVZ4FNgA,Mean,1539,498,0.861,0.582,0.301,0.401,0.590,0.785
AVZ4FNgA,Median,1540,493,0.862,0.580,0.309,0.401,0.606,0.785
GnS3DjeC,Mean,1537,500,0.860,0.582,0.239,0.400,0.468,0.783
GnS3DjeC,Median,1541,500,0.862,0.584,0.234,0.418,0.457,0.819
BDQ9aAm4,Mean,1533,485,0.858,0.577,0.252,0.361,0.493,0.707
BDQ9aAm4,Median,1535,494,0.859,0.579,0.266,0.389,0.521,0.761
CF4XtqQ4,Mean,1534,496,0.858,0.580,0.232,0.364,0.454,0.712
CF4XtqQ4,Median,1538,500,0.860,0.583,0.234,0.369,0.458,0.722
7hnfZ7rG,Mean,1534,483,0.858,0.576,0.258,0.383,0.506,0.750
7hnfZ7rG,Median,1536,484,0.859,0.577,0.278,0.403,0.544,0.789
5MFYZ1Nt,Mean,1533,489,0.858,0.578,0.254,0.369,0.497,0.722
5MFYZ1Nt,Median,1535,487,0.859,0.578,0.267,0.394,0.524,0.772
G6PugzTZ,Mean,1532,478,0.857,0.575,0.270,0.379,0.530,0.742
G6PugzTZ,Median,1534,473,0.858,0.575,0.276,0.401,0.541,0.785
3hsiTfAv,Mean,1547,519,0.865,0.590,0.269,0.402,0.527,0.787
3hsiTfAv,Median,1543,505,0.863,0.585,0.267,0.405,0.522,0.792
34C9C4zh,Mean,1536,485,0.859,0.578,0.246,0.378,0.481,0.740
34C9C4zh,Median,1540,489,0.861,0.578,0.252,0.392,0.493,0.768
ESX5Q9po,Mean,1533,488,0.858,0.577,0.259,0.387,0.507,0.757
ESX5Q9po,Median,1537,480,0.860,0.577,0.275,0.414,0.539,0.810
CYm355J7,Mean,1531,495,0.857,0.579,0.232,0.370,0.454,0.724
CYm355J7,Median,1535,497,0.859,0.581,0.261,0.402,0.511,0.788
Cn6VUkPF,Mean,1540,484,0.862,0.579,0.259,0.406,0.507,0.794
Cn6VUkPF,Median,1543,495,0.863,0.580,0.275,0.410,0.539,0.803
46fbxbAK,Mean,1543,502,0.863,0.584,0.241,0.400,0.472,0.783
46fbxbAK,Median,1544,497,0.864,0.582,0.271,0.412,0.531,0.806
6r9y5ekg,Mean,1537,502,0.860,0.583,0.257,0.378,0.504,0.740
6r9y5ekg,Median,1536,506,0.859,0.582,0.262,0.385,0.513,0.754
9yTjjM9c,Mean,1482,469,0.829,0.558,0.184,0.289,0.361,0.566
9yTjjM9c,Median,1484,461,0.830,0.557,0.188,0.296,0.369,0.579
AtcXisDW,Mean,1541,499,0.862,0.583,0.293,0.411,0.573,0.805
AtcXisDW,Median,1543,501,0.863,0.585,0.306,0.412,0.600,0.808
woJhJEAT,Mean,1538,496,0.860,0.581,0.279,0.394,0.547,0.772
woJhJEAT,Median,1536,497,0.859,0.578,0.282,0.403,0.553,0.789
FfdKMwFr,Mean,1532,481,0.857,0.575,0.259,0.383,0.508,0.750
FfdKMwFr,Median,1532,478,0.857,0.573,0.272,0.390,0.532,0.764
H57wSQn8,Mean,1536,490,0.859,0.579,0.253,0.375,0.496,0.734
H57wSQn8,Median,1534,491,0.858,0.577,0.290,0.391,0.569,0.766
WEBcSrGz,Mean,1538,487,0.860,0.579,0.288,0.408,0.563,0.799
WEBcSrGz,Median,1540,485,0.862,0.576,0.293,0.406,0.575,0.795
Btovcf7c,Mean,1540,493,0.862,0.581,0.258,0.400,0.505,0.784
Btovcf7c,Median,1541,491,0.862,0.580,0.269,0.404,0.527,0.792
66RAWQ8k,Mean,1527,467,0.854,0.570,0.228,0.349,0.447,0.683
66RAWQ8k,Median,1535,457,0.859,0.568,0.267,0.409,0.523,0.801
FUURpC3L,Mean,1532,480,0.857,0.575,0.253,0.371,0.496,0.727
FUURpC3L,Median,1532,486,0.857,0.576,0.271,0.395,0.532,0.773
3Rv6ZVGU,Mean,1534,495,0.858,0.580,0.284,0.386,0.555,0.757
3Rv6ZVGU,Median,1534,500,0.858,0.580,0.293,0.396,0.573,0.775
9g6RHEoH,Mean,1536,499,0.859,0.581,0.262,0.375,0.512,0.734
9g6RHEoH,Median,1542,486,0.862,0.579,0.265,0.392,0.520,0.767
3WFvZucj,Mean,1534,482,0.858,0.576,0.251,0.378,0.492,0.740
3WFvZucj,Median,1536,492,0.859,0.579,0.265,0.395,0.519,0.773
DTvHtb9Y,Mean,1534,492,0.858,0.579,0.200,0.360,0.392,0.705
DTvHtb9Y,Median,1538,499,0.860,0.579,0.153,0.379,0.299,0.742
3R9tUNdA,Mean,1535,490,0.859,0.579,0.243,0.379,0.476,0.741
3R9tUNdA,Median,1540,494,0.861,0.581,0.248,0.400,0.485,0.784
BMJE6zFw,Mean,1536,500,0.859,0.582,0.285,0.400,0.557,0.783
BMJE6zFw,Median,1535,500,0.859,0.582,0.312,0.419,0.612,0.821
HMWXfjae,Mean,1527,495,0.854,0.578,0.232,0.354,0.454,0.693
HMWXfjae,Median,1529,501,0.855,0.582,0.246,0.373,0.482,0.730
5QVLsVbt,Mean,1539,500,0.861,0.583,0.276,0.413,0.541,0.809
5QVLsVbt,Median,1540,503,0.861,0.583,0.293,0.417,0.574,0.817
ALExMyZv,Mean,1531,487,0.856,0.577,0.257,0.356,0.502,0.697
ALExMyZv,Median,1533,484,0.858,0.576,0.273,0.384,0.534,0.753
DhKrFYrb,Mean,1538,497,0.860,0.581,0.245,0.394,0.480,0.772
DhKrFYrb,Median,1543,500,0.863,0.582,0.286,0.414,0.560,0.810
Ez4heEN9,Mean,1536,486,0.859,0.578,0.274,0.397,0.537,0.778
Ez4heEN9,Median,1535,487,0.859,0.580,0.282,0.414,0.553,0.811
3K2sbebm,Mean,1533,476,0.858,0.574,0.237,0.381,0.465,0.746
3K2sbebm,Median,1536,483,0.859,0.574,0.255,0.411,0.499,0.805
6z4oJZhp,Mean,1532,492,0.857,0.578,0.260,0.378,0.510,0.739
6z4oJZhp,Median,1534,496,0.858,0.576,0.276,0.394,0.540,0.772
4sSo8aDV,Mean,1533,508,0.858,0.583,0.228,0.357,0.447,0.699
4sSo8aDV,Median,1540,512,0.861,0.587,0.270,0.397,0.528,0.777
HTzonS6q,Mean,1526,494,0.854,0.577,0.210,0.349,0.412,0.684
HTzonS6q,Median,1536,486,0.859,0.579,0.184,0.381,0.361,0.745
3EwpY1E6,Mean,1534,491,0.858,0.579,0.277,0.392,0.543,0.768
3EwpY1E6,Median,1533,490,0.857,0.578,0.293,0.403,0.574,0.789
keSVSWNZ,Mean,1534,476,0.858,0.574,0.251,0.395,0.492,0.773
keSVSWNZ,Median,1534,480,0.858,0.574,0.265,0.406,0.520,0.795
5TqMpx4w,Mean,1542,483,0.863,0.579,0.250,0.411,0.489,0.805
5TqMpx4w,Median,1542,482,0.863,0.576,0.258,0.416,0.504,0.814
hN6om5PA,Mean,1523,502,0.852,0.579,0.239,0.361,0.468,0.707
hN6om5PA,Median,1536,492,0.859,0.579,0.258,0.363,0.506,0.711
Af4Upmy1,Mean,1534,491,0.858,0.579,0.246,0.399,0.482,0.781
Af4Upmy1,Median,1535,497,0.859,0.580,0.252,0.402,0.493,0.788
CJtJMo1b,Mean,1513,494,0.846,0.573,0.000,0.118,0.000,0.232
CJtJMo1b,Median,1522,488,0.851,0.572,0.000,0.142,0.000,0.278
5NMUFJ3g,Mean,1533,494,0.858,0.579,0.235,0.369,0.461,0.722
5NMUFJ3g,Median,1533,499,0.857,0.580,0.257,0.400,0.503,0.783
4ZntDHEB,Mean,1530,490,0.856,0.577,0.241,0.348,0.473,0.682
4ZntDHEB,Median,1539,485,0.861,0.578,0.273,0.381,0.534,0.747
3SPWc958,Mean,1521,487,0.851,0.574,0.209,0.350,0.410,0.684
3SPWc958,Median,1528,487,0.855,0.571,0.232,0.363,0.454,0.711
J6NWrn7w,Mean,1538,486,0.861,0.578,0.281,0.389,0.550,0.761
J6NWrn7w,Median,1534,495,0.858,0.580,0.295,0.400,0.577,0.783
F81SEGvZ,Mean,1526,461,0.854,0.568,0.245,0.373,0.479,0.731
F81SEGvZ,Median,1531,444,0.856,0.561,0.269,0.390,0.527,0.763
S6tsEUhb,Mean,1534,467,0.858,0.572,0.256,0.368,0.501,0.721
S6tsEUhb,Median,1537,473,0.860,0.571,0.263,0.363,0.515,0.712
8YfW1hTV,Mean,1532,492,0.857,0.578,0.258,0.377,0.504,0.738
8YfW1hTV,Median,1537,495,0.860,0.578,0.263,0.397,0.515,0.777
2GBLVthc,Mean,1528,480,0.855,0.574,0.216,0.370,0.423,0.725
2GBLVthc,Median,1533,484,0.858,0.573,0.207,0.396,0.405,0.776
6m8Dbox8,Mean,1544,493,0.864,0.582,0.276,0.409,0.539,0.800
6m8Dbox8,Median,1540,493,0.862,0.584,0.280,0.412,0.549,0.807
SFundNVp,Mean,1534,474,0.858,0.574,0.239,0.363,0.468,0.711
SFundNVp,Median,1537,476,0.860,0.575,0.250,0.380,0.490,0.744
Eye7jGJ4,Mean,1532,484,0.857,0.576,0.238,0.373,0.465,0.730
Eye7jGJ4,Median,1532,477,0.857,0.577,0.264,0.393,0.517,0.770
D4B64Fa4,Mean,1535,486,0.859,0.578,0.238,0.366,0.466,0.716
D4B64Fa4,Median,1537,484,0.860,0.576,0.239,0.368,0.468,0.720
BiF9ZbQh,Mean,1532,484,0.857,0.576,0.202,0.388,0.396,0.760
BiF9ZbQh,Median,1534,480,0.858,0.576,0.209,0.396,0.410,0.776
BKw6h4WX,Mean,1531,492,0.856,0.578,0.241,0.371,0.472,0.726
BKw6h4WX,Median,1537,500,0.860,0.581,0.242,0.391,0.473,0.766
Ff5CpTFz,Mean,1543,504,0.863,0.585,0.285,0.400,0.559,0.784
Ff5CpTFz,Median,1544,510,0.864,0.586,0.295,0.411,0.578,0.804
Ft7vbKXZ,Mean,1533,479,0.857,0.575,0.281,0.415,0.551,0.812
Ft7vbKXZ,Median,1531,471,0.856,0.576,0.271,0.414,0.531,0.810
9DTAYSoy,Mean,1501,467,0.840,0.563,0.181,0.296,0.355,0.579
9DTAYSoy,Median,1501,463,0.840,0.561,0.186,0.315,0.365,0.617
9Hk5RS6H,Mean,1539,500,0.861,0.583,0.242,0.373,0.473,0.730
9Hk5RS6H,Median,1538,496,0.860,0.582,0.272,0.404,0.533,0.790
3D31JtXc,Mean,1534,483,0.858,0.576,0.278,0.384,0.544,0.752
3D31JtXc,Median,1542,486,0.862,0.580,0.305,0.399,0.597,0.781
GUvKxvTW,Mean,1533,483,0.858,0.576,0.229,0.371,0.448,0.727
GUvKxvTW,Median,1537,487,0.860,0.577,0.246,0.392,0.482,0.768
2hwe7jL8,Mean,1539,502,0.861,0.583,0.249,0.375,0.488,0.734
2hwe7jL8,Median,1541,505,0.862,0.582,0.265,0.406,0.518,0.795
6ii4ZASt,Mean,1520,485,0.850,0.573,0.198,0.324,0.388,0.634
6ii4ZASt,Median,1528,481,0.855,0.575,0.226,0.391,0.442,0.765
NLS5Vw6t,Mean,1531,495,0.857,0.579,0.272,0.385,0.532,0.754
NLS5Vw6t,Median,1538,499,0.860,0.581,0.292,0.410,0.571,0.802
E5zpFqkv,Mean,1535,502,0.859,0.582,0.273,0.391,0.535,0.765
E5zpFqkv,Median,1539,505,0.861,0.582,0.283,0.394,0.555,0.772
2nZFRYFg,Mean,1531,485,0.857,0.576,0.253,0.382,0.496,0.748
2nZFRYFg,Median,1538,496,0.860,0.579,0.256,0.406,0.502,0.794
3bsdnx9d,Mean,1543,488,0.863,0.580,0.270,0.384,0.528,0.752
3bsdnx9d,Median,1545,488,0.864,0.580,0.274,0.390,0.537,0.764
G5gB5wn7,Mean,1534,496,0.858,0.580,0.280,0.398,0.549,0.780
G5gB5wn7,Median,1535,495,0.859,0.580,0.279,0.405,0.546,0.794
3yVYQses,Mean,1535,493,0.859,0.580,0.306,0.419,0.599,0.821
3yVYQses,Median,1538,495,0.860,0.581,0.312,0.421,0.610,0.824
5YX3XfC8,Mean,1537,481,0.860,0.577,0.254,0.395,0.498,0.774
5YX3XfC8,Median,1535,479,0.859,0.576,0.270,0.396,0.530,0.776
FjqB6TD5,Mean,1534,497,0.858,0.580,0.257,0.406,0.504,0.796
FjqB6TD5,Median,1538,500,0.860,0.582,0.294,0.416,0.576,0.814
EohESr4x,Mean,1533,494,0.858,0.579,0.244,0.375,0.477,0.735
EohESr4x,Median,1533,499,0.857,0.578,0.258,0.395,0.505,0.773
7tUdS2aV,Mean,1534,491,0.858,0.579,0.212,0.348,0.415,0.682
7tUdS2aV,Median,1532,492,0.857,0.577,0.242,0.391,0.474,0.765
FYjejVMG,Mean,1539,486,0.861,0.578,0.226,0.401,0.443,0.786
FYjejVMG,Median,1535,486,0.859,0.578,0.254,0.410,0.497,0.803
3vy1pGeh,Mean,1529,483,0.855,0.575,0.222,0.335,0.435,0.655
3vy1pGeh,Median,1532,489,0.857,0.577,0.230,0.332,0.450,0.650
ECeaWy82,Mean,1535,511,0.859,0.585,0.214,0.352,0.419,0.690
ECeaWy82,Median,1539,523,0.861,0.588,0.258,0.388,0.506,0.760
46yVA2WV,Mean,1529,487,0.856,0.576,0.268,0.383,0.525,0.750
46yVA2WV,Median,1538,488,0.860,0.575,0.276,0.402,0.541,0.786
5jYQbBqY,Mean,1533,496,0.858,0.580,0.237,0.376,0.464,0.737
5jYQbBqY,Median,1536,499,0.859,0.581,0.256,0.397,0.501,0.777
FyLVPAKk,Mean,1536,492,0.859,0.579,0.221,0.355,0.432,0.696
FyLVPAKk,Median,1536,483,0.859,0.579,0.272,0.382,0.534,0.748
3V2xaccD,Mean,1487,470,0.832,0.559,0.165,0.276,0.322,0.541
3V2xaccD,Median,1497,474,0.838,0.563,0.174,0.309,0.341,0.605
HSX42dhQ,Mean,1533,488,0.858,0.578,0.241,0.384,0.472,0.753
HSX42dhQ,Median,1537,477,0.860,0.576,0.275,0.399,0.538,0.781
9D3o3EYe,Mean,1524,488,0.852,0.575,0.253,0.360,0.494,0.705
9D3o3EYe,Median,1530,489,0.856,0.576,0.260,0.387,0.509,0.758
6hpMTcU7,Mean,1539,496,0.861,0.582,0.206,0.374,0.404,0.731
6hpMTcU7,Median,1539,504,0.861,0.583,0.190,0.382,0.372,0.748
4JahMMrV,Mean,1535,473,0.859,0.574,0.257,0.385,0.504,0.753
4JahMMrV,Median,1540,474,0.861,0.576,0.269,0.409,0.527,0.801
scs1Cbhh,Mean,1536,493,0.859,0.580,0.250,0.402,0.490,0.787
scs1Cbhh,Median,1537,494,0.860,0.579,0.260,0.409,0.510,0.800
scs2tFfB,Mean,1518,441,0.849,0.560,0.270,0.385,0.530,0.753
scs2tFfB,Median,1536,470,0.859,0.574,0.288,0.390,0.564,0.763
scb1MyTW,Mean,1536,495,0.859,0.580,0.247,0.362,0.484,0.710
scb1MyTW,Median,1540,501,0.861,0.583,0.268,0.389,0.525,0.762
sce3PzrJ,Mean,1535,490,0.859,0.579,0.250,0.391,0.490,0.765
sce3PzrJ,Median,1530,489,0.856,0.576,0.291,0.401,0.570,0.785
sce2qRjz,Mean,1536,485,0.859,0.578,0.236,0.378,0.462,0.740
sce2qRjz,Median,1540,468,0.861,0.573,0.220,0.398,0.430,0.779
sce1TVNf,Mean,1532,476,0.857,0.574,0.277,0.392,0.543,0.767
sce1TVNf,Median,1530,478,0.856,0.574,0.289,0.404,0.565,0.792
scb2ttMZ,Mean,1536,488,0.859,0.578,0.275,0.400,0.539,0.782
scb2ttMZ,Median,1534,488,0.858,0.577,0.278,0.415,0.545,0.812
7pR7t5ax,Mean,1537,487,0.860,0.579,0.262,0.387,0.513,0.758
7pR7t5ax,Median,1538,484,0.860,0.578,0.262,0.393,0.514,0.770
HNWjp9mL,Mean,1532,498,0.857,0.580,0.255,0.371,0.500,0.727
HNWjp9mL,Median,1534,500,0.858,0.580,0.278,0.392,0.544,0.768
G74hWrSG,Mean,1532,478,0.857,0.574,0.235,0.376,0.460,0.736
G74hWrSG,Median,1533,482,0.857,0.575,0.253,0.395,0.495,0.774
AfZTWYoF,Mean,1527,490,0.854,0.576,0.223,0.346,0.436,0.677
AfZTWYoF,Median,1532,495,0.857,0.578,0.217,0.350,0.424,0.686
C4bgengu,Mean,1529,485,0.855,0.576,0.299,0.402,0.585,0.788
C4bgengu,Median,1535,486,0.859,0.575,0.300,0.419,0.588,0.820
CmXajDrD,Mean,1509,496,0.844,0.573,0.177,0.283,0.346,0.554
CmXajDrD,Median,1512,501,0.846,0.577,0.187,0.297,0.366,0.581
GJB4EwPm,Mean,1536,491,0.859,0.579,0.233,0.384,0.456,0.753
GJB4EwPm,Median,1540,496,0.861,0.581,0.246,0.402,0.481,0.787
4DBSKsjb,Mean,1538,490,0.861,0.580,0.261,0.374,0.512,0.733
4DBSKsjb,Median,1540,487,0.861,0.580,0.291,0.397,0.569,0.778
DsoRU2BC,Mean,1532,496,0.857,0.580,0.269,0.387,0.526,0.757
DsoRU2BC,Median,1535,501,0.859,0.581,0.271,0.394,0.531,0.771
DFLDCKBP,Mean,1533,499,0.858,0.581,0.278,0.400,0.545,0.783
DFLDCKBP,Median,1532,509,0.857,0.584,0.285,0.405,0.557,0.794
9jTQjqbj,Mean,1538,487,0.860,0.579,0.240,0.393,0.470,0.770
9jTQjqbj,Median,1537,493,0.860,0.581,0.263,0.390,0.515,0.763
2xte5CBk,Mean,1538,485,0.860,0.578,0.264,0.377,0.517,0.738
2xte5CBk,Median,1539,488,0.861,0.578,0.268,0.371,0.525,0.727
nr9JVK5y,Mean,1529,486,0.855,0.576,0.210,0.353,0.412,0.691
nr9JVK5y,Median,1534,477,0.858,0.575,0.256,0.390,0.502,0.765
DtdSSG8Z,Mean,1542,496,0.863,0.582,0.227,0.382,0.445,0.747
DtdSSG8Z,Median,1541,489,0.862,0.579,0.225,0.402,0.440,0.787
9HiuHYVD,Mean,1539,475,0.861,0.576,0.288,0.412,0.564,0.807
9HiuHYVD,Median,1541,482,0.862,0.577,0.308,0.419,0.603,0.820
4vJH478B,Mean,1503,452,0.841,0.559,0.257,0.376,0.502,0.736
4vJH478B,Median,1535,475,0.859,0.576,0.272,0.407,0.532,0.798
AWR6DkHn,Mean,1493,488,0.836,0.566,0.148,0.258,0.290,0.504
AWR6DkHn,Median,1497,489,0.837,0.565,0.182,0.298,0.356,0.584
GcJxg78a,Mean,1534,488,0.858,0.578,0.272,0.402,0.533,0.787
GcJxg78a,Median,1538,495,0.860,0.582,0.277,0.414,0.543,0.811
31vn2U3U,Mean,1549,498,0.866,0.585,0.313,0.425,0.612,0.832
31vn2U3U,Median,1543,488,0.863,0.580,0.326,0.427,0.639,0.837
AXX64w9V,Mean,1528,514,0.855,0.584,0.225,0.350,0.440,0.685
AXX64w9V,Median,1528,513,0.855,0.583,0.211,0.357,0.413,0.699
JDkEcSB1,Mean,1536,483,0.859,0.577,0.236,0.392,0.463,0.767
JDkEcSB1,Median,1540,485,0.861,0.577,0.230,0.409,0.451,0.800
9pBHfuE1,Mean,1534,497,0.858,0.580,0.242,0.367,0.474,0.719
9pBHfuE1,Median,1537,496,0.860,0.583,0.238,0.392,0.466,0.767
31GGcXa8,Mean,1525,488,0.853,0.575,0.230,0.367,0.450,0.718
31GGcXa8,Median,1531,483,0.857,0.576,0.267,0.382,0.523,0.749
DiFeTctQ,Mean,1531,491,0.856,0.578,0.192,0.374,0.376,0.733
DiFeTctQ,Median,1534,495,0.858,0.578,0.193,0.403,0.377,0.789
EAwpknXg,Mean,1515,478,0.848,0.570,0.273,0.357,0.535,0.699
EAwpknXg,Median,1522,482,0.851,0.572,0.291,0.379,0.569,0.742
BCeczqpT,Mean,1544,507,0.864,0.586,0.171,0.383,0.334,0.750
BCeczqpT,Median,1544,507,0.864,0.586,0.171,0.383,0.334,0.750
DTh4Vm6e,Mean,1532,482,0.857,0.575,0.243,0.392,0.476,0.767
DTh4Vm6e,Median,1533,475,0.858,0.572,0.270,0.416,0.529,0.815
9xoQZuDu,Mean,1536,478,0.859,0.576,0.273,0.402,0.534,0.788
9xoQZuDu,Median,1538,484,0.860,0.572,0.267,0.401,0.523,0.785
Hcv2C8Df,Mean,1540,499,0.862,0.583,0.261,0.395,0.511,0.773
Hcv2C8Df,Median,1537,507,0.860,0.583,0.294,0.390,0.576,0.763
BNK9JkZY,Mean,1539,489,0.861,0.580,0.219,0.369,0.428,0.723
BNK9JkZY,Median,1542,497,0.862,0.582,0.241,0.386,0.473,0.755
FHeww9ha,Mean,1492,467,0.835,0.560,0.159,0.260,0.311,0.509
FHeww9ha,Median,1493,476,0.835,0.560,0.176,0.264,0.345,0.516
GS7tvhfi,Mean,1534,489,0.858,0.578,0.268,0.392,0.525,0.768
GS7tvhfi,Median,1538,491,0.860,0.580,0.274,0.402,0.536,0.787
DBvDrJGu,Mean,1535,492,0.859,0.579,0.262,0.384,0.514,0.753
DBvDrJGu,Median,1536,501,0.859,0.579,0.266,0.397,0.521,0.777
245B9WFH,Mean,1543,507,0.863,0.586,0.229,0.390,0.448,0.763
245B9WFH,Median,1544,514,0.864,0.587,0.240,0.404,0.469,0.791
BGBxrNWZ,Mean,1536,486,0.859,0.578,0.246,0.393,0.482,0.770
BGBxrNWZ,Median,1536,485,0.859,0.577,0.242,0.404,0.474,0.791
FAYtWpTe,Mean,1537,484,0.860,0.577,0.272,0.392,0.533,0.767
FAYtWpTe,Median,1537,476,0.860,0.577,0.272,0.395,0.533,0.774
BqrghcEt,Mean,1538,486,0.861,0.578,0.234,0.377,0.458,0.738
BqrghcEt,Median,1544,492,0.864,0.581,0.252,0.391,0.493,0.766
FqtsXBpz,Mean,1531,490,0.857,0.578,0.281,0.393,0.550,0.769
FqtsXBpz,Median,1534,489,0.858,0.579,0.299,0.402,0.586,0.786
FLVgaCPv,Mean,1538,500,0.860,0.582,0.234,0.380,0.458,0.745
FLVgaCPv,Median,1540,501,0.861,0.583,0.233,0.395,0.457,0.773
CQaFuTVT,Mean,1539,485,0.861,0.578,0.283,0.393,0.554,0.770
CQaFuTVT,Median,1539,500,0.861,0.583,0.305,0.404,0.597,0.790
BZBKHmW1,Mean,1536,489,0.859,0.579,0.249,0.383,0.487,0.750
BZBKHmW1,Median,1540,491,0.861,0.580,0.272,0.395,0.533,0.773
7BTbVD8t,Mean,1535,502,0.859,0.582,0.240,0.370,0.471,0.725
7BTbVD8t,Median,1534,510,0.858,0.583,0.251,0.396,0.492,0.776
4mJhW6Un,Mean,1532,501,0.857,0.581,0.267,0.381,0.523,0.746
4mJhW6Un,Median,1535,496,0.859,0.582,0.302,0.414,0.591,0.811
8MEg5th8,Mean,1532,476,0.857,0.574,0.254,0.393,0.498,0.770
8MEg5th8,Median,1533,476,0.858,0.574,0.258,0.401,0.504,0.785
GRmtMtAe,Mean,1534,493,0.858,0.579,0.265,0.390,0.520,0.764
GRmtMtAe,Median,1534,488,0.858,0.578,0.278,0.400,0.544,0.784
kGAx6sCA,Mean,1537,504,0.860,0.583,0.238,0.368,0.465,0.721
kGAx6sCA,Median,1543,505,0.863,0.583,0.261,0.392,0.511,0.768
HG3siAZ8,Mean,1522,482,0.851,0.572,0.274,0.380,0.536,0.744
HG3siAZ8,Median,1524,473,0.852,0.571,0.274,0.389,0.537,0.762
2PhZQmjD,Mean,1536,506,0.860,0.584,0.241,0.376,0.471,0.737
2PhZQmjD,Median,1538,512,0.860,0.587,0.242,0.386,0.473,0.755
9At1zZEm,Mean,1533,494,0.858,0.579,0.256,0.369,0.501,0.722
9At1zZEm,Median,1532,494,0.857,0.579,0.293,0.395,0.573,0.773
9cS2cDhL,Mean,1482,450,0.829,0.552,0.153,0.264,0.299,0.516
9cS2cDhL,Median,1498,454,0.838,0.557,0.164,0.286,0.321,0.560
4ULWSuaN,Mean,1534,495,0.858,0.580,0.254,0.384,0.497,0.752
4ULWSuaN,Median,1537,494,0.860,0.578,0.291,0.396,0.570,0.775
6gnbmed7,Mean,1537,485,0.860,0.578,0.248,0.380,0.486,0.743
6gnbmed7,Median,1540,486,0.861,0.580,0.248,0.407,0.486,0.796
cami5ixF,Mean,1537,495,0.860,0.581,0.270,0.391,0.529,0.766
cami5ixF,Median,1538,497,0.860,0.580,0.280,0.396,0.548,0.776
B8m79Xf3,Mean,1525,490,0.853,0.576,0.227,0.366,0.444,0.716
B8m79Xf3,Median,1535,488,0.859,0.576,0.220,0.389,0.431,0.761
7BLSDDVa,Mean,1434,453,0.802,0.539,0.254,0.371,0.497,0.727
7BLSDDVa,Median,1533,483,0.857,0.574,0.274,0.398,0.537,0.779
ACE1vZHy,Mean,1539,484,0.861,0.578,0.276,0.397,0.540,0.778
ACE1vZHy,Median,1537,487,0.860,0.578,0.290,0.397,0.568,0.778
CgDH8kkZ,Mean,1493,469,0.835,0.561,0.249,0.367,0.487,0.719
CgDH8kkZ,Median,1533,492,0.857,0.578,0.280,0.401,0.549,0.786
6wsSvrZP,Mean,1522,476,0.851,0.571,0.238,0.363,0.465,0.711
6wsSvrZP,Median,1529,486,0.855,0.576,0.240,0.388,0.470,0.760
BJvrWSfo,Mean,1528,494,0.855,0.578,0.234,0.362,0.459,0.708
BJvrWSfo,Median,1533,494,0.857,0.580,0.248,0.398,0.486,0.780
gGrg1SkJ,Mean,1536,486,0.860,0.578,0.259,0.387,0.508,0.757
gGrg1SkJ,Median,1538,484,0.860,0.577,0.267,0.394,0.523,0.772
HW4zorvt,Mean,1536,496,0.860,0.581,0.267,0.383,0.524,0.750
HW4zorvt,Median,1536,497,0.859,0.582,0.261,0.405,0.511,0.794
2Ce1dmtd,Mean,1536,502,0.859,0.582,0.239,0.375,0.468,0.735
2Ce1dmtd,Median,1537,501,0.860,0.582,0.241,0.375,0.473,0.734
